density,layer,left_model_axis,matrix_index,metric_axis_order,offset_A,pair_id,panel_seed,positive_pair_id,right_model_axis,variant
coarse,alphafold,sample_index_0_to_4,1962,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,1963,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,1964,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,1965,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,1966,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,1967,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,1968,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,1969,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,1970,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,1971,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,1972,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,1973,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,1974,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,1975,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,1976,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,1977,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,1978,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,1979,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_0e2190f44775|HUMAN_BACKGROUND_2273188,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,1980,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,1981,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,1982,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,1983,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,1984,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,1985,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,1986,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,1987,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,1988,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,1989,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,1990,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,1991,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,1992,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,1993,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,1994,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,1995,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,1996,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,1997,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,1998,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,1999,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2000,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2001,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2002,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2003,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2004,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,2005,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,2006,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,2007,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,2008,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,2009,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,2010,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,2011,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,2012,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,2013,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,2014,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
fine,alphafold,sample_index_0_to_4,2015,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_1618754,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps8_grid0.50
coarse,alphafold,sample_index_0_to_4,2016,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2017,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2018,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2019,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2020,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2021,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,lpbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2022,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,2023,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,2024,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,2025,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,2026,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
fine,alphafold,sample_index_0_to_4,2027,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps2_grid0.50
coarse,alphafold,sample_index_0_to_4,2028,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,2029,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,2030,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,2031,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,2032,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
fine,alphafold,sample_index_0_to_4,2033,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.35
coarse,alphafold,sample_index_0_to_4,2034,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2035,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2036,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2037,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2038,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
fine,alphafold,sample_index_0_to_4,2039,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50
coarse,alphafold,sample_index_0_to_4,2040,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,2041,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
coarse,alphafold,sample_index_0_to_4,2042,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,2043,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,2044,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,0.5,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
fine,alphafold,sample_index_0_to_4,2045,peptide_hodgkin;composite_hodgkin;helix_hodgkin;surface_height_rmse_A;surface_normal_mean_dot,1.0,s271828|EBV_IEDB_5e7561364e47|HUMAN_BACKGROUND_175453,271828,PAIR_HY1B11_UL15_MBP,sample_index_0_to_4,npbe_eps4_grid0.50_fixed_charge
