comparison_role,left_id,left_pmhc_id,negative_tier,pair_id,panel_seed,positive_pair_id,right_id,right_pmhc_id,selection_is_score_blind,system_id
positive,HY1B11_PMM,V2PMHC_a9689c9b7442faad,positive,s271828|HY1B11_PMM|HY1B11_MBP,271828,PAIR_HY1B11_PMM_MBP,HY1B11_MBP,V2PMHC_8fc08fae0f1ffde1,True,SYS_MICROBIAL_MBP_HY1B11
N3_pair_decoy,EBV_IEDB_339d4044147d,V2PMHC_22a556e2d6178849,N3,s314159|EBV_IEDB_339d4044147d|HUMAN_BACKGROUND_175453,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_339d4044147d,V2PMHC_22a556e2d6178849,N3,s314159|EBV_IEDB_339d4044147d|HUMAN_BACKGROUND_186917,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_339d4044147d,V2PMHC_22a556e2d6178849,N3,s314159|EBV_IEDB_339d4044147d|HUMAN_BACKGROUND_2258538,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_339d4044147d,V2PMHC_22a556e2d6178849,N3,s314159|EBV_IEDB_339d4044147d|HUMAN_BACKGROUND_2273188,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_770af30bc486,V2PMHC_09f27211b3e8bfb0,N3,s314159|EBV_IEDB_770af30bc486|HUMAN_BACKGROUND_1618754,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_770af30bc486,V2PMHC_09f27211b3e8bfb0,N3,s314159|EBV_IEDB_770af30bc486|HUMAN_BACKGROUND_175453,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_770af30bc486,V2PMHC_09f27211b3e8bfb0,N3,s314159|EBV_IEDB_770af30bc486|HUMAN_BACKGROUND_186917,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_770af30bc486,V2PMHC_09f27211b3e8bfb0,N3,s314159|EBV_IEDB_770af30bc486|HUMAN_BACKGROUND_2258538,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_770af30bc486,V2PMHC_09f27211b3e8bfb0,N3,s314159|EBV_IEDB_770af30bc486|HUMAN_BACKGROUND_2273188,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_c617263cff31,V2PMHC_aca4d95566b71e51,N3,s314159|EBV_IEDB_c617263cff31|HUMAN_BACKGROUND_1618754,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_1618754,V2PMHC_124e901945f0164d,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_c617263cff31,V2PMHC_aca4d95566b71e51,N3,s314159|EBV_IEDB_c617263cff31|HUMAN_BACKGROUND_175453,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_175453,V2PMHC_c7cc3907edbdd374,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_c617263cff31,V2PMHC_aca4d95566b71e51,N3,s314159|EBV_IEDB_c617263cff31|HUMAN_BACKGROUND_186917,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_186917,V2PMHC_bd85682692a22c86,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_c617263cff31,V2PMHC_aca4d95566b71e51,N3,s314159|EBV_IEDB_c617263cff31|HUMAN_BACKGROUND_2258538,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2258538,V2PMHC_0c99052ea98ebd84,True,SYS_ENGA_MBP_OB1A12
N3_pair_decoy,EBV_IEDB_c617263cff31,V2PMHC_aca4d95566b71e51,N3,s314159|EBV_IEDB_c617263cff31|HUMAN_BACKGROUND_2273188,314159,PAIR_OB1A12_ENGA_MBP,HUMAN_BACKGROUND_2273188,V2PMHC_8237840b8e248746,True,SYS_ENGA_MBP_OB1A12
